Metabolites,D1005,D10074,D10119,D10122,D1114,D1327,D1359,D1382,D1466,D1595,D1611,D1636,D1651,D1688,D1736,D1778,D1949,D2005,D2006,D2088,D2179,D2373,D2394,D2508,D2654,D2758,D2846,D2851,D2906,D3114,D3197,D3425,D3434,D348,D3657,D3731,D3827,D3829,D3913,D3918,D3981,D4216,D4275,D443,D4907,D5122,D5419,D5444,D5680,D5887,D5925,D6042,D6088,D6124,D6295,D6376,D6383,D6497,D6511,D6516,D6724,D6772,D6993,D7378,D7394,D7452,D7469,D7709,D7779,D8095,D81,D8906,D907,D9164,D95,D9637,D9646,D9719,D994,D9951
EX_3pg_e_,9.18959105,12.08165444,20.53851435,21.85322681,17.86519702,6.59686648,6.18556426,12.19995135,7.53977518,25.68450395,4.90954316,3.77629019,14.55444697,47.91545889,3.46690525,25.09491256,29.4378396,9.33167804,27.07929742,10.87291896,120.7771084,12.36847816,17.30071372,16.06190355,11.76724655,30.1849781,7.51163482,12.36847816,19.85577365,19.47610731,1.86999005,10.2380584,0.03024861,14.15777199,19.85577365,27.07929742,1.04343072,15.03901135,3.20015439,7.09508473,6.95204584,1.42485513,27.3559253,22.17200085,7.87069341,41.53387612,7.53977518,13.77979497,26.50610559,29.14758112,14.40886604,12.08165444,20.51614531,17.50214396,27.17742418,21.85322681,61.26968752,12.08165444,26.50610559,21.92544166,0.5017244,15.77458008,15.03901135,11.52523645,58.58743385,19.23392431,18.19374448,8.00377493,1.01967618,9.33167804,3.32791047,49.76254217,27.17742418,5.91383698,26.18777915,1.19526818,12.36847816,13.04067579,27.07929742,20.51614531
EX_lac_L_e_,18.64411486,10.77363155,10.89825275,4.73926665,18.50751844,7.83027704,23.17664809,14.34222776,0.07622048,3.68821722,4.55022068,13.81658615,25.14174869,3.66394002,6.75731077,33.95578307,7.6942205,19.89588244,13.10906749,3.36549744,27.82891284,7.56867647,6.77877675,0.30910417,11.41067493,8.60605515,13.956836,11.12105786,0.96279256,0.87220814,7.97453783,36.48670461,5.15589162,1.77397458,14.46735159,18.69970191,15.75217313,11.79654656,2.10911571,20.53206015,12.92044171,4.18199203,4.95415368,3.83278576,24.22115219,8.18863523,0.52397237,34.17950536,7.26307151,2.01071418,20.19386497,6.31069894,8.97398191,40.9092167,26.17202928,2.67078537,42.01560911,2.85701325,11.01036345,22.01945669,13.00515423,0.52599351,31.93823936,45.155967,7.83436183,18.77015676,10.86592437,4.10530128,28.21300172,2.21497558,21.96771094,72.45235082,10.29663553,17.53657567,34.46902579,5.606072,0.77097612,32.34325317,41.71325991,45.7345059
EX_dnpz_m11_e_,5.22344302,31.88558592,17.11425473,14.54784901,51.47293728,18.12534818,10.04682044,5.6455544,9.38706691,20.29575163,5.5610118,5.76846122,32.80833775,59.04243354,22.41223301,16.33753431,4.01931361,4.21356974,23.79455928,15.65107423,20.75564258,25.80356756,6.74571485,5.42610963,26.3995192,8.80906681,2.16597398,17.96533652,3.78497783,9.8225236,19.22984314,39.21796589,0.86088395,1.79137187,2.63504675,7.2521139,22.19451053,36.67490671,18.48261589,10.97880246,0.04475908,1.46592949,19.19204986,26.0826471,42.16977697,3.57939525,9.51710498,26.98696386,21.91842348,11.9923122,24.68537893,26.41791385,12.49433898,20.84014567,12.7118586,18.91953216,17.21917123,30.41172891,31.97582862,7.97345612,15.46048155,6.72567946,21.97531015,4.59603921,7.37477363,12.7118586,6.49236668,24.55363975,33.84173054,25.23050641,0.32430295,37.20055872,0.08284592,3.18479072,6.43456064,11.12307062,0.91704126,26.36354879,12.82523099,18.91953216
EX_enter_e_,17.5177191,0.9025052,9.3376189,1.5679091,9.7185547,14.4833644,14.5564399,18.8611966,2.3529743,12.1950344,1.2946761,5.6213265,6.1542524,16.3048483,28.3241295,11.1635168,21.5149931,11.2768107,1.6141745,16.1011505,0.7719365,9.3564924,6.9345703,6.4040974,34.1027711,1.1958541,7.2854209,5.3559051,17.6026278,47.681701,28.0618427,31.6867174,19.0095395,8.1151717,19.108471,42.6470783,9.3186466,7.8131234,26.1783795,40.135454,51.398245,0.7602904,22.8517845,6.9760984,21.4807269,37.0506424,58.1175581,1.6358337,13.6431233,8.9197278,38.7994194,10.0656202,13.8239539,34.5256284,33.4325213,62.8004579,8.9588338,6.6572187,13.9033365,2.2466987,48.2590665,7.0481733,23.4381136,6.1526416,6.8211385,21.1134336,0.3644212,22.2096944,14.2591414,51.7371368,6.655458,50.4839213,9.6935042,29.1933878,0.8189664,7.9907849,1.2325164,13.2213168,10.5144732,55.9311318
EX_mucl_e_,18.6274688,9.6020072,27.48748,2.1881089,33.4954598,15.9741649,9.312968,5.6747816,7.4543441,28.7933902,17.058059,2.3930558,10.0280327,14.7524839,0.7275667,16.9983802,32.5212581,16.2489794,8.1024128,35.2616456,65.2205915,13.5251336,5.0407638,7.4329784,32.3280341,21.1836904,12.7658403,19.6507396,1.8026566,13.9213256,1.0520379,0.8790926,3.3826012,31.1391845,2.3203571,19.9992452,3.0699467,14.7172993,24.6562809,23.2053735,1.6815671,6.5897895,12.1756769,9.0387602,27.0966699,22.9405978,36.2690542,10.0280327,0.3257027,7.2710403,5.4046659,9.2625006,26.2341489,21.6631733,52.9327086,23.2053735,19.113664,14.7172993,40.4242909,6.1060267,35.939368,4.1416301,13.5251336,22.1071139,20.6719746,2.3407991,14.7524839,9.3167095,47.6707057,20.7277553,19.6507396,13.3977704,14.1363664,17.7727762,21.6631733,2.3901347,14.7172993,25.3082226,20.7277553,15.9741649
EX_fecrm_e_,0.649547664,2.34307333,10.03313034,25.89026969,0.003411761,12.58386082,27.24769239,7.191465882,0.361431886,0.314632656,1.503525671,4.45861559,25.70467405,46.105908,2.906876751,21.17772273,3.327491885,21.19870303,19.94538154,20.09473277,64.40542025,21.86916786,4.530321495,10.97650208,10.84736692,18.57778161,6.324950322,2.510958567,30.3347031,1.651188742,12.91898706,15.69216436,8.682179599,0.036209661,33.01603688,25.73031231,22.18663641,20.40139125,5.89204602,34.67414157,23.08283375,16.09601375,18.70129074,2.605740687,62.41585527,45.7210132,21.86910827,27.35302577,15.39201319,7.293513819,14.48818481,9.80161224,13.63778587,5.998601866,37.26028623,28.04060703,4.732289407,1.898848327,21.64413012,5.613441106,13.19297156,5.377479749,6.500379918,0.119779518,20.09475528,6.956679682,54.46617827,3.560147386,0.86542864,7.871336284,17.62869778,47.35282703,2.931587435,20.86426183,4.015964771,15.81073809,4.529884349,19.44638374,12.65257335,22.63270106
EX_tlf_a_1b_e_,6.8094407,28.3183101,18.1950706,17.4581376,30.9943501,1.18321,16.1962168,8.4838398,7.2888537,56.9460364,20.0689332,6.0344424,25.2207847,19.8164116,5.9036704,30.3713689,31.1370966,40.4047071,18.6021561,19.8050659,20.8922514,35.5580694,41.8485923,10.352222,0.1092152,15.7150802,9.8217626,22.8356005,30.8799899,0.1648592,5.3383152,21.8327564,6.1857011,11.9724862,0.4571979,1.1997858,9.042655,20.2880442,17.8240568,7.2448897,33.5956887,6.4637617,18.7146483,2.7057668,35.2184841,16.3125725,5.18887,7.0895026,37.4791418,3.344426,36.2218526,22.3461287,12.4429721,12.7680858,15.7150802,25.2207847,40.4639784,1.0417874,33.3607968,10.4279071,8.8670722,3.4440328,2.7319886,6.8942114,16.1266525,4.305488,4.0623542,45.6695579,48.7685751,1.0067866,9.3544903,10.3430146,22.567686,16.1372787,19.5789345,20.3921591,1.1117938,3.5218252,12.3751217,8.9796421
EX_3hcinnm_e_,32.2056143,2.5628713,15.1936999,3.7576537,16.7407604,11.3645412,0.5566677,28.3731661,0.1933815,9.232352,9.0465122,7.3205119,1.6905478,2.1614403,16.2357552,9.2845826,55.7133166,22.8000813,18.2062592,0.3555468,100.5148093,33.7705087,19.8195785,7.5073,12.7994558,0.1699685,10.9416382,12.9884374,2.077898,11.027096,6.5236462,7.5073,10.6006827,12.0673509,33.4565127,6.2980975,16.2440978,4.5567576,7.7822519,18.4439485,29.2038382,13.9534741,29.2038382,4.9667748,14.7353373,12.9874091,13.3458251,6.6811537,5.7277427,10.8492407,25.0652995,22.3032111,9.6009861,20.4568157,19.8161601,20.4568157,20.2056071,14.6804594,16.3581123,9.1626683,12.9190513,0.7646585,4.8859898,0.2456163,34.9104648,12.9884374,14.9308424,5.3587406,49.9084913,16.3581123,35.042283,10.4848409,22.9864252,39.8712174,1.8565741,4.9373062,2.5594464,33.1516491,28.3731661,12.6366774
EX_gmfl_mII_glc_e_,6.7153189,32.2508207,7.1770267,25.6935156,31.3465031,19.9783584,36.28297,1.2502036,0.2358781,10.9266543,19.5789894,5.4712564,45.6816322,17.7446731,2.4655458,9.5901257,21.8415633,26.4790505,5.0560001,1.2127205,7.4902775,26.4606176,29.3433559,11.1629728,14.0861528,1.6924693,26.5379192,26.1757647,37.2746613,18.4224108,4.6217989,27.1148924,0.6355061,2.6126781,2.385293,30.8662509,2.9724828,4.1071383,51.4951665,14.9271904,12.5527025,7.3232742,0.3597843,16.0744485,5.4752228,3.492848,0.3489459,35.0437633,30.9227687,7.3555342,22.9691903,21.4426297,13.9904941,5.6658514,14.9271904,19.5789894,1.9019731,5.0644884,2.0817092,8.4832863,38.0071712,22.02113,8.2998805,41.0304185,8.9361821,6.1454379,15.0246367,8.8083702,22.1610765,19.5999454,36.3901389,16.9756304,7.796928,9.8023973,19.6328715,15.7122355,1.4955829,26.2866118,14.5709405,38.3872571
EX_4oh_trz_e_,20.8779825,3.6968501,34.8553001,6.6760338,19.5793318,25.5972052,18.3629979,0.7211251,8.392498,17.182708,3.9702966,11.1222206,7.1471851,28.9602745,10.4344595,15.9066702,54.3317633,27.7371,27.5810038,14.3410819,33.526659,21.4296246,19.4471653,12.3240897,13.8999295,13.7646264,4.8810849,39.0509708,3.6121433,5.2831431,14.8054633,15.7388106,0.5321763,18.4573432,38.0635193,10.4132002,8.9378165,0.2094654,16.7718488,11.8574622,16.7649058,23.0276777,2.8177638,7.3127335,36.0857758,18.4621378,12.4914865,4.9196808,16.6476397,17.6991709,9.0229737,34.7796457,20.6219192,8.8311931,10.5991061,21.4296246,18.4069292,9.1284009,12.4195597,19.9702874,36.8535712,8.3470925,17.721083,5.5959359,10.5991061,30.4220156,2.7510926,6.6212145,25.6673548,0.3309377,10.2312148,35.3362602,27.663078,37.8388205,7.1090808,9.8304486,0.3468069,15.7007479,20.5379084,6.0156715
EX_hst_3glc_7s_e_,18.2008623,4.5350575,7.7890524,7.2966649,8.0292801,23.801086,2.6628117,4.597555,2.4705491,6.5597362,28.5966149,4.3115215,26.786233,16.2830363,31.3544682,21.0813954,22.558198,14.9937145,25.7515515,54.8742898,33.3632418,27.9797441,29.6802319,0.9785108,0.8955139,21.9617993,11.6437438,6.8481316,54.0355012,25.5247596,15.8530972,29.0597622,6.1051493,7.2109922,2.7437811,20.4633743,15.4113334,11.3397381,2.1028211,11.4558379,3.7307577,2.7399543,32.4412059,43.2342373,17.6544244,21.1700431,25.9842185,8.6445856,28.8595902,16.6858939,6.6290504,2.9285802,1.7217269,8.2330024,14.9937145,28.5966149,5.2168686,1.4204781,14.093867,7.6148799,66.9314505,1.5440852,0.3573555,28.4534113,18.8933271,71.6883883,10.5709302,9.1109424,54.7538517,12.4896527,35.0393602,34.0588645,5.0850403,13.9034416,3.570013,7.409129,1.2942957,18.7421647,33.0524817,0.9609075
EX_mdz_e_,3.6400737,1.1113473,24.7646835,3.7314897,18.8459294,6.4104773,0.100347,8.7525957,1.8044741,18.2568766,14.5513959,4.5332308,0.3435506,35.6955189,25.5412328,7.4141859,63.1199767,28.0685111,9.9352984,14.791421,17.2904055,17.169278,11.3802726,12.3319542,31.9845006,19.2748699,30.2809179,0.1425082,34.1947799,12.7834646,6.804525,2.024748,7.6912381,10.9854381,10.4652913,23.9593283,11.5867222,18.844113,9.0864989,22.4138033,58.4910326,25.4237923,6.9913968,22.7240152,23.7477146,15.5685168,6.310429,5.7715563,0.7227619,22.6511988,9.0672032,30.4723296,0.3669824,7.2665536,11.3802726,17.2904055,24.613672,4.4592179,12.4920961,18.7224705,31.4724999,32.4083051,16.1196871,9.9445891,21.0290814,6.6916818,9.0965781,17.026271,35.8463165,6.4442482,22.4168843,19.198924,18.811685,17.7538213,50.8478095,24.3080648,3.0224078,17.0404256,12.873332,3.948228
EX_3mop_e_,13.74764129,8.37079725,8.91828762,4.51422008,9.50247447,0.76676493,13.46333235,15.82044408,4.35661457,0.44653379,8.66520561,11.46075804,16.91065447,14.006686,25.37043054,7.97072513,0.2095636,73.22939324,14.76348786,12.98545496,11.38580627,26.02379298,6.2109929,7.91116081,5.23892934,1.65538889,17.00592723,0.33933001,22.51960513,2.2533921,25.45989744,27.49658,6.02683128,4.91609542,16.16142912,25.60206962,21.3978534,10.69146452,1.71900172,13.17252434,4.60779804,3.23800163,9.50703149,15.61846598,13.99987146,19.66466612,16.60085064,2.82896641,27.41192794,40.02969417,1.8730415,33.94231304,1.44227322,24.78841819,24.15793968,4.12123251,16.27449117,19.24991756,3.01872622,4.84000662,5.82515914,1.29321933,3.12020641,20.30307612,16.73219939,48.264403,21.08345814,24.55865878,7.14307496,1.82361419,4.9795999,22.53221267,30.5627435,15.34661299,6.51918429,5.28143315,0.07552077,2.06777531,27.20543623,25.18538732
EX_lstnm7_e_,18.68994731,23.2173897,1.42319898,8.0426642,11.22962107,15.30351961,20.49810287,11.30082906,11.91817411,12.96139843,6.00251621,0.67381727,20.58263921,12.41574485,12.70288612,2.34444229,14.74302639,48.50782576,7.20224109,1.60696538,15.36069886,36.56300018,3.3242864,1.36891394,20.92569735,26.64112639,29.44826758,9.7724118,43.98544917,14.75057711,4.40575338,20.56450193,2.49591057,2.88348466,40.57382873,21.28731739,2.61867227,7.84999405,17.92417257,2.40533719,15.97223916,3.77843566,28.02311147,14.43265891,12.27674927,17.16683679,31.49455063,2.45142014,15.52728637,4.57438194,31.71023453,16.75427709,3.16826135,66.22110635,11.43743706,20.92569735,3.71244682,0.07261551,7.11535052,35.94271136,77.76717004,4.53267444,4.72057234,20.50105043,10.75191616,11.43743706,3.34700845,26.48371705,11.4319148,13.86490472,6.16884325,14.65876704,8.26454147,23.69154585,4.82910212,7.61148558,1.68057297,17.91198299,1.89084464,17.47496545
EX_gmfl_mII_e_,6.0892146,22.81834988,27.79255157,26.49829761,0.06366867,21.81379219,31.60503943,0.0330558,13.65517461,10.84477437,4.85217203,2.66126935,6.95469969,27.07656133,11.51747276,18.7509563,4.44244198,21.9486064,18.59002969,17.37988228,41.26399677,9.63038721,18.00641042,3.94015335,19.31584399,10.80271779,15.03942635,28.13249522,26.3027172,1.22944419,32.95940633,11.22502181,1.96261714,12.03605421,31.28612891,20.05590515,13.85698433,16.85141759,16.13305384,5.89329181,10.43494527,19.23445333,5.42095385,21.90010126,15.23949214,7.65742977,6.87352229,5.99500552,25.48339525,2.88462941,65.71070707,16.88602374,6.39902034,22.40918524,16.88602374,21.90010126,64.7401868,4.01106485,16.74212106,23.31848175,1.43688522,6.72522626,26.52903149,5.72606434,36.17718638,35.43882349,8.38043992,53.63493184,16.14516305,35.49523999,0.48370335,2.55237758,29.24838876,41.01174985,1.2589272,13.36579656,2.68893203,16.56216035,24.0933491,26.69522509
EX_anzp_e_,6.3374299,2.8763344,10.2263946,12.5743514,10.2928139,15.7314842,23.0596855,8.2727871,13.2359361,7.2696517,26.8330494,5.0720277,15.6954214,13.0361293,15.8466209,28.0409117,3.9456787,29.397422,6.5204518,26.6409008,65.3041335,7.0037085,55.9289772,4.1814545,16.9089411,7.4783949,15.6772812,2.8750281,0.2358506,4.3899751,23.8067718,10.2291881,5.1102782,13.3122135,24.716475,39.4652743,12.8375992,0.7986334,20.5895179,30.5644033,48.5919689,11.4051279,2.9967327,5.7170031,20.9644145,10.2798675,23.930272,2.0597432,17.1287817,18.0920823,33.0213502,4.485856,23.991449,0.9363893,30.1295421,4.9432067,38.5314975,11.2753586,1.1029429,21.564239,13.8726006,18.0025198,24.3109086,15.6175986,29.6249882,23.8120259,4.9626288,31.1464892,25.4709838,4.379785,14.9268704,7.4062355,26.9315059,5.3425406,3.7902552,3.995253,2.9724087,38.2916986,59.6604253,8.1452248
EX_dlb_glc_e_,27.36518796,6.9880286,15.96213584,8.89644576,10.94431255,11.54238365,17.8877341,7.57594102,1.12982659,38.90153305,25.16731324,6.40367753,39.93447282,16.54314117,26.28958079,21.71421928,55.01056804,35.98923344,44.49820643,4.44136134,46.59092724,14.67713363,9.41965992,0.88830782,32.5568582,18.08448241,3.96762178,23.39765667,12.97160576,1.70802621,26.1566275,27.6389011,9.09221684,16.04992129,6.33077561,32.51070431,7.28017752,6.05927229,1.40571314,7.5446278,17.35975956,0.14093585,26.14008517,13.22935812,13.87348706,33.5561286,35.45235788,17.33537308,23.29611989,8.98680144,62.8992258,12.51950653,25.45873322,30.96342895,13.86691306,26.1566275,26.15996011,8.30545959,6.43547746,20.84762261,40.20282003,2.51602891,5.03863907,8.49191426,13.86691306,10.85325811,36.30375558,0.05469316,3.78281923,35.77896096,11.44400057,17.16481808,31.56725902,4.68679541,14.31961255,5.87219371,1.91616385,27.75632461,7.45674583,24.23186948
EX_34dhpha_e_,1.4830612,8.3094689,22.6181873,22.5521132,9.9333251,7.5047877,19.1428618,44.1875743,9.9103804,37.3411017,5.2394664,10.6660834,5.5369208,5.3560615,10.3636841,6.4632141,34.6500873,56.9145493,7.0423664,35.2847178,2.8703186,30.5046625,4.2214521,3.8937792,0.8924754,8.6768024,10.0839304,20.3770349,11.3157477,16.8392676,16.7437855,12.5445883,5.1287961,2.2814452,27.4920617,9.8513914,16.1185074,11.9856889,6.1740471,1.1436078,21.8977337,0.2121908,11.4454524,15.155207,25.7510889,6.6886884,11.7909602,10.0839304,25.1537706,14.3667868,45.3632805,7.6001293,29.3628421,12.2836737,50.1981001,26.0136301,18.9273049,18.8490087,20.55969,21.6841489,6.9337347,26.5664891,0.1752658,2.6270978,18.8091648,50.9406618,17.9961755,18.5763841,35.6147396,18.8621569,7.8458967,10.3469587,31.3522243,0.886626,16.8971702,16.4801912,2.8212835,9.5593537,18.8091648,7.4729718
EX_estroneglc_e_,21.186941,30.163686,12.75962,14.082416,13.421382,22.918812,12.31911,22.84916,9.472619,3.171395,11.890355,3.663494,26.891912,2.671482,0.818042,5.338951,40.002492,11.105057,12.973459,15.915364,48.277775,2.422735,8.187699,4.345122,6.472248,6.744835,19.329896,8.890868,20.024589,1.029616,1.313619,9.76176,2.118086,7.111316,11.888336,8.557302,24.135659,9.772457,22.985661,12.994164,35.406907,10.020913,7.874004,31.183606,7.036023,23.655765,27.641311,14.696463,3.749733,8.557302,60.722083,19.632241,14.706697,43.744928,13.667595,24.135659,42.59764,7.670965,15.269,2.75185,25.54524,11.647292,23.955597,10.255705,23.395796,41.254314,13.667595,21.330777,25.8906,46.648263,51.02933,17.47355,33.340571,7.4417,28.223405,1.020848,1.058489,4.75971,28.223405,7.350868
EX_isosorbide_5mn_glc_e_,5.8121925,10.209092,47.2443078,33.5048816,17.8794109,17.5077821,18.4879461,8.2383617,17.4014003,7.0565566,12.4062091,7.9198912,88.7027346,4.7775008,30.9479889,18.8555177,18.483456,22.853597,6.4890959,4.9745997,19.9448229,35.6595471,9.2659124,7.5940367,17.2046199,25.6620093,23.5070682,24.3857392,27.2083854,20.6079931,3.9983511,3.3555642,6.2356151,6.5692108,26.0797108,0.7991458,1.0762864,6.3789696,25.9250209,11.964965,23.6404543,23.7194184,15.8001178,6.8415426,27.0425539,33.4555018,27.0250164,21.4943591,18.9422752,4.1278849,82.6768351,22.283912,1.4016387,12.1432748,17.5077821,23.5070682,29.1267934,13.628145,6.4950256,8.5296706,0.3332108,9.2310496,3.6107058,13.07021,32.1672871,10.7658949,23.2251979,25.3090176,11.5252864,9.4930868,31.7857935,4.0679186,57.3518411,23.0395296,22.0406684,25.2780907,0.3677526,18.1741268,10.2502805,0.8996495
EX_sucr_e_,1.8407818,28.7400887,7.2694514,11.2802972,18.2812315,0.1053402,26.5805234,0.3204692,0.5972342,24.5264874,22.3140431,2.02172,55.5236053,58.7734924,18.7523083,33.3330055,15.9914451,18.2264131,20.7264841,6.4790888,54.7903819,19.3308533,3.3342173,24.1666918,35.4571415,11.8038194,36.6091185,24.8266485,16.6212819,5.7237163,5.2568907,11.4364774,5.7155051,2.0523635,5.8787526,89.0326201,3.7484435,5.5042186,0.7175171,20.4477669,51.6356971,10.37992,20.9811027,16.9694019,25.0666592,36.0918418,36.4052523,27.6208339,5.877897,3.3549755,47.8818847,19.5548158,9.5105738,55.3923885,58.5014932,5.9215709,37.0134296,13.4456297,20.5806791,11.8378305,36.302794,1.8716917,20.7247253,17.4718359,11.4083182,2.433697,1.4947515,14.4496855,25.249985,14.0288077,21.1297733,37.8622371,11.8985068,29.9871287,29.6254093,1.3889385,0.8829216,14.9026721,0.5216756,3.9160971
EX_g1p_e_,2.23336303,8.51182823,3.43333736,12.62262958,22.8700056,10.14570765,6.4404764,0.95167358,6.14274516,5.33125895,1.61235427,1.52400942,30.68746441,16.80643142,24.51399264,13.0386408,7.58021049,48.15569576,3.75334827,17.75785413,21.8067441,18.88847103,13.9218933,10.31859111,10.15372095,6.32378729,11.30779406,33.18323096,25.00768624,5.03409925,4.8872483,6.90359632,3.56622382,6.3820548,39.52455963,24.51399264,23.27755208,6.14072788,14.89970352,0.61575339,64.94544523,12.54270105,18.85499575,5.75131349,6.75508507,0.06443777,43.32493352,9.19406825,25.00768624,6.41483426,22.35545734,5.44718179,22.41106592,10.38623624,5.4830948,18.85499575,4.02704437,10.31859111,15.80752473,11.40831516,11.89434946,3.3288197,14.94557375,18.17752171,21.38986377,11.75160789,1.82224207,33.54448527,4.11439734,11.24194478,15.80752473,5.45163461,22.41106592,10.37641528,4.12459836,17.41373003,11.40831516,1.49864656,18.85499575,6.14274516
EX_ade_e_,24.5180604,4.6345418,20.4097563,6.1596735,6.9758273,5.9621328,17.6505234,2.056083,16.434061,19.4593455,24.7660233,3.2580233,66.2368778,2.9422259,27.4094196,25.5436601,20.0076588,5.318349,9.913379,47.1635527,27.6304848,45.4270117,32.2797833,4.8474087,8.2767067,7.9328998,31.6904949,21.6181468,7.9905112,2.9946269,37.3466976,25.7716538,1.479957,6.3267708,31.6951459,24.4621252,6.4910653,16.8269603,6.546894,11.0101302,19.317824,12.7399991,6.0776767,63.8548421,50.4534195,19.9679264,3.095686,20.5300478,1.26052,18.3316515,1.9450867,47.0690796,4.573333,17.5124081,3.3127366,34.783905,5.9291373,0.6077184,21.1290859,7.8881541,12.0045324,8.6575642,11.5920169,9.337701,6.5171733,33.8511605,7.1073368,0.8915217,28.8179195,13.0176816,6.3420872,26.8653882,15.4289477,20.4391095,14.3421669,6.1330496,1.1710889,2.7330081,20.4308265,46.0628674
